tweet_id,sentiment,tweet,tokenized,compound,negative,neutral,positive
1961035467,sadness,is sitting at home wishing that i didnt have to work today. ask for it off and still have to work,is sit at home wish that i didnt have to work today ask for it off and still have to work,0.4019,0.0,0.876,0.124
1961035785,sadness,"I was so close into entering Pogue 's book today &quot; World according to twitter&quot; , yet now I seem so far.!!!!!!!!!!!!",i wa so close into enter pogu s book today quot world accord to twitter quot yet now i seem so far,0.0,0.0,1.0,0.0
1961036047,sadness,On the road again. I miss my traveling traveling partner,on the road again i miss my travel travel partner,-0.1531,0.167,0.833,0.0
1961038485,sadness,i wish i could go to meet in the middle tomorrow.,i wish i could go to meet in the middl tomorrow,0.4019,0.0,0.748,0.252
1961043012,sadness,@GatorsNow my feelings are hurt,gatorsnow my feel are hurt,-0.5267,0.459,0.541,0.0
1961043874,sadness,Oh man....my fiance just got off work and I start mine in 1 hour....so not fair.....,oh man my fianc just got off work and i start mine in hour so not fair,-0.305,0.13,0.87,0.0
1961045980,sadness,@Lizzidoll I wish I was in va too,lizzidol i wish i wa in va too,0.4019,0.0,0.649,0.351
1961047643,sadness,"@MikeandBobShow   Awww, that wasn't very nice.",mikeandbobshow awww that wasn t veri nice,0.4215,0.0,0.641,0.359
1961048868,sadness,Frank from UPS' last day today...  sad to see him go   best delivery guy EVER!  Hope the new guy is NOT a fucktard...,frank from up last day today sad to see him go best deliveri guy ever hope the new guy is not a fucktard,0.8071,0.098,0.572,0.33
1961049287,sadness,@jacobmaestas I don't think I'll ever have one of those again,jacobmaesta i don t think i ll ever have one of those again,0.0,0.0,1.0,0.0
1961050336,sadness,@wethehunter there is no sun here in florida..it's all rainy and cloudy.,wethehunt there is no sun here in florida it s all raini and cloudi,-0.296,0.155,0.845,0.0
1961050712,sadness,its so sad when the dad dies  hakuna matana it means no worries for...,it so sad when the dad die hakuna matana it mean no worri for,-0.8588,0.463,0.537,0.0
1961059010,sadness,@_supernatural_ http://twitpic.com/6695k - Awwww poor boys! *cries* So sad..,supernatur http twitpic com k awwww poor boy cri so sad,-0.7959,0.47,0.53,0.0
1961059140,sadness,@andyjih Yep...sadly I only had 10 min before a meeting!,andyjih yep sadli i onli had min befor a meet,0.296,0.0,0.761,0.239
1961063160,sadness,@ohitsbigron Dang... that IS disappointing,ohitsbigron dang that is disappoint,-0.4019,0.403,0.597,0.0
1961063765,sadness,"TGIF.,..i wish that saying applied to me, but i work Saturdays",tgif i wish that say appli to me but i work saturday,0.4588,0.0,0.667,0.333
1961065657,sadness,damn i miss my bf,damn i miss my bf,-0.5106,0.683,0.317,0.0
1961067685,sadness,@THE_WOCKEEZ I'm missin u guys by a day!! Ill b there tomorrow  butttt see u june 18th with the blockkkkk!!!!,the wockeez i m missin u guy by a day ill b there tomorrow butttt see u june th with the blockkkkk,-0.4215,0.157,0.843,0.0
1961072701,sadness,"@anomalei Well, I'm glad I'm not the only one! Mine's so bad I'm having to resort to pulling out the old hairband disguises...",anomalei well i m glad i m not the onli one mine s so bad i m have to resort to pull out the old hairband disguis,-0.1005,0.169,0.639,0.192
1961081158,sadness,I'm going to stop tweeting and do my LSAT studying now.,i m go to stop tweet and do my lsat studi now,-0.296,0.196,0.804,0.0
1961081207,sadness,"@glamorousamanda I wish i could have a pole, we got no space for it  maybe i should throw out some furniture and get a pole",glamorousamanda i wish i could have a pole we got no space for it mayb i should throw out some furnitur and get a pole,0.128,0.096,0.786,0.118
1961081257,sadness,what am I going to do without my @brandinmusic?!  SKYPE! haha,what am i go to do without my brandinmus skype haha,0.4588,0.0,0.75,0.25
1961081604,sadness,"I miss my Jeep  Now I have to bum a ride to the dreaded, horrid Walmart. Boo.",i miss my jeep now i have to bum a ride to the dread horrid walmart boo,-0.7964,0.424,0.576,0.0
1961081867,sadness,Damn fallout 3 is a hard game,damn fallout is a hard game,-0.4767,0.577,0.423,0.0
1961083074,sadness,@LiamJHayter  Chroma Key coolness ... When are the cumulus seminars going online couldn't see the live feed here,liamjhayt chroma key cool when are the cumulu seminar go onlin couldn t see the live feed here,0.3182,0.0,0.874,0.126
1961083346,sadness,@freecitysoul my film didn't come out  the camera was broken. lamesauce.,freecitysoul my film didn t come out the camera wa broken lamesauc,-0.4767,0.237,0.763,0.0
1961083677,sadness,"@lifeasiceyit Yessum.  We'll see how this year goes... maybe I can head back in Oct, when the rates go down. I wanted to go for my bday",lifeasiceyit yessum we ll see how thi year goe mayb i can head back in oct when the rate go down i want to go for my bday,0.0772,0.0,0.951,0.049
1961084039,sadness,I think I'm about to break my own heart. (as emo as that sounds)... meh.,i think i m about to break my own heart as emo as that sound meh,-0.0772,0.098,0.902,0.0
1961084925,sadness,dammit i cant watch stadium music,dammit i cant watch stadium music,0.0,0.0,1.0,0.0
1961086432,sadness,Laying in bed sore and snuggeling domino... I don't wanna work out today,lay in bed sore and snuggel domino i don t wanna work out today,-0.3612,0.185,0.815,0.0
1961086765,sadness,@Jo_Saunders09 haha lol where have you been going?...I haven't really been out lol..I've been a hobbit..n my mums like keep revisin beck,jo saunder haha lol where have you been go i haven t realli been out lol i ve been a hobbit n my mum like keep revisin beck,0.8779,0.0,0.631,0.369
1961087370,sadness,It's raining  I can't go out to jogging... I have to do it in my house gym...,it s rain i can t go out to jog i have to do it in my hous gym,0.0,0.0,1.0,0.0
1961088409,sadness,thought I was going to have a fun day,thought i wa go to have a fun day,0.5106,0.0,0.645,0.355
1961089041,sadness,Felt one tooth without the braces bracket. I got soooo hype,felt one tooth without the brace bracket i got soooo hype,0.0,0.0,1.0,0.0
1961092033,sadness,this phyllis hyman unsung story is so SAD,thi phylli hyman unsung stori is so sad,-0.6113,0.363,0.637,0.0
1961093718,sadness,at work with a HUGE headache,at work with a huge headach,0.3182,0.0,0.635,0.365
1961094015,sadness,i feel like shit,i feel like shit,-0.2732,0.507,0.141,0.352
1961094361,sadness,@maximillian62 Oh dear... that's just... disturbing.   The coffee connoisseur in me just died a little.,maximillian oh dear that s just disturb the coffe connoisseur in me just die a littl,-0.6124,0.327,0.545,0.129
1961097495,sadness,Got people don't let me skip sci pratical becos skola is impt and dont waste my parents money.  Nt fair.,got peopl don t let me skip sci pratic beco skola is impt and dont wast my parent money nt fair,0.3182,0.0,0.892,0.108
1961098214,sadness,my knees are sore after physio,my knee are sore after physio,-0.3612,0.333,0.667,0.0
1961100573,sadness,My coffee got cold blah!,my coffe got cold blah,-0.1027,0.259,0.741,0.0
1961100980,sadness,i lost my phone.,i lost my phone,-0.3182,0.535,0.465,0.0
1961101312,sadness,Why Does She Keep Trying To Hurt Me? Aren't The Tears I've Cried In The Past Few Months Enough?,whi doe she keep tri to hurt me aren t the tear i ve cri in the past few month enough,-0.5267,0.159,0.841,0.0
1961101498,sadness,it is always sunny on days when i can't possible be outside.  life is out to get me,it is alway sunni on day when i can t possibl be outsid life is out to get me,0.0,0.0,1.0,0.0
1961102802,sadness,"@_katieedwards I can't yet back, I've run out of texts!  I'll ring you laters xoxo",katieedward i can t yet back i ve run out of text i ll ring you later xoxo,0.6124,0.0,0.765,0.235
1961102942,sadness,@ingek73 I'm on blip but can't get it to work on me iPhone,ingek i m on blip but can t get it to work on me iphon,0.0,0.0,1.0,0.0
1961103202,sadness,Got people don't let me skip sci pratical becos skola is impt and cannot waste my parents money.  Nt fair.,got peopl don t let me skip sci pratic beco skola is impt and cannot wast my parent money nt fair,0.3182,0.0,0.892,0.108
1961106261,sadness,Awww sunthings wrong w/ my ubertwitter last nite.,awww sunth wrong w my ubertwitt last nite,-0.4767,0.341,0.659,0.0
1961106527,sadness,am about to sell my Medieval trading pavillion... v sad,am about to sell my mediev trade pavillion v sad,-0.4767,0.279,0.721,0.0
1961107438,sadness,Ordered a new computer! Unfortunately it won't get here until the end of June.,order a new comput unfortun it won t get here until the end of june,0.5719,0.0,0.764,0.236
1961107627,sadness,Two dozen roses sent  overnight and delivered this morning. Just found out the recipient is out of town!! Sad,two dozen rose sent overnight and deliv thi morn just found out the recipi is out of town sad,-0.4767,0.147,0.853,0.0
1961108255,sadness,Ewww just printed my new I.d badge thingie 4 work n eww my picture. I took so many n they were all ugly,ewww just print my new i d badg thingi work n eww my pictur i took so mani n they were all ugli,0.0,0.0,1.0,0.0
1961110682,sadness,@godiegogo12 well atm anyway i'm only managing cos i have no musical talent ps horrible thing to say bout rove,godiegogo well atm anyway i m onli manag co i have no music talent ps horribl thing to say bout rove,0.4019,0.1,0.679,0.222
1961121339,sadness,@mileycyrus yeah me too  but there isnï¿½t any prom here in germany although school is almost everywhere the same! ?,mileycyru yeah me too but there isn t ani prom here in germani although school is almost everywher the same,0.1531,0.0,0.918,0.082
1961123841,sadness,@JinxCat I have been failing at cooking lately  makin me sad. Duno how to cook for less than an army. I need to practice flour tortillas.,jinxcat i have been fail at cook late makin me sad duno how to cook for less than an armi i need to practic flour tortilla,-0.765,0.231,0.769,0.0
1961124830,sadness,I need to get back into daily tweeting. This hiatus sucks  What also sucks is GSN interrupting shows while they're airing. &gt;_&lt;,i need to get back into daili tweet thi hiatu suck what also suck is gsn interrupt show while they re air gt lt,-0.7269,0.28,0.648,0.072
1961125160,sadness,god opened the clouds and said i hate you josh,god open the cloud and said i hate you josh,-0.3818,0.289,0.547,0.164
1961127684,sadness,@autismvox for me they're not,autismvox for me they re not,0.0,0.0,1.0,0.0
1961128309,sadness,"omfg, my head",omfg my head,0.0,0.0,1.0,0.0
1961128587,sadness,My job sucks!!!,my job suck,-0.4404,0.592,0.408,0.0
1961129154,sadness,@jodywhitesides So sorry I missed it!,jodywhitesid so sorri i miss it,-0.2212,0.32,0.68,0.0
1961129332,sadness,Busy day! No time to tweet  Bmore what's happening this weekend?,busi day no time to tweet bmore what s happen thi weekend,-0.296,0.18,0.82,0.0
1961130541,sadness,missss my friends and plav  time for a long day of work hahah,missss my friend and plav time for a long day of work hahah,0.4939,0.0,0.775,0.225
1961131652,sadness,so so tired..,so so tire,0.0,0.0,1.0,0.0
1961132008,sadness,@judez_xo they were so pretty and took like an hour to do  CAN I DO URSSSSS!,judez xo they were so pretti and took like an hour to do can i do ursssss,0.3612,0.0,0.857,0.143
1961132614,sadness,@ghostexecutive Bummer   was going to try and make it/ other commitments I'm afraid got into the way.  Next time hopefully-,ghostexecut bummer wa go to tri and make it other commit i m afraid got into the way next time hope,0.3612,0.11,0.675,0.215
1961133338,sadness,is tired and sad,is tire and sad,-0.4767,0.508,0.492,0.0
1961134407,sadness,@Yurges loadsa shizze has happend  IM SO UPSET..,yurg loadsa shizz ha happend im so upset,-0.2421,0.286,0.51,0.204
1961134439,sadness,why does my life suck?,whi doe my life suck,-0.4404,0.42,0.58,0.0
1961135475,sadness,UGH! Poor Beautiful Girl. Went in for new tires and inspection sticker. Now there's a $590 repair and still no tires.,ugh poor beauti girl went in for new tire and inspect sticker now there s a repair and still no tire,-0.7964,0.336,0.664,0.0
1961136350,sadness,"FreeSat's coverage (Sky dish) is really, really bad at the moment, blocks all over the place, really annoying!",freesat s coverag sky dish is realli realli bad at the moment block all over the place realli annoy,-0.8519,0.383,0.617,0.0
1961136541,sadness,My computer died,my comput die,-0.5994,0.661,0.339,0.0
1961136545,sadness,Conference call with HP.  They gave me an invalid pass code so I can't attend,confer call with hp they gave me an invalid pass code so i can t attend,0.0,0.0,1.0,0.0
1961136714,sadness,@DaneFiori The thought of splitting the estate is depressing of course! (KIDDING!) I don't like the thought of my parents dying,danefiori the thought of split the estat is depress of cours kid i don t like the thought of my parent die,-0.6808,0.267,0.639,0.094
1961136959,sadness,@Flickie I'm dead bored. but also dead poor! Student life is a piss take!,flicki i m dead bore but also dead poor student life is a piss take,-0.9571,0.718,0.282,0.0
1961138211,sadness,Massive headache,massiv headach,0.0,0.0,1.0,0.0
1961139081,sadness,So annoyed I missed Mitch Benn @ Lemon Tree. damn you What's On!,so annoy i miss mitch benn lemon tree damn you what s on,-0.7764,0.493,0.507,0.0
1961140229,sadness,oh no! I just crashed my ball pump,oh no i just crash my ball pump,-0.5994,0.495,0.505,0.0
1961141324,sadness,"Wish we had a garden so we could have a bbq tonight...  might set up a lounge bbq type thing, that'll work. #fridayfirehazzard",wish we had a garden so we could have a bbq tonight might set up a loung bbq type thing that ll work fridayfirehazzard,0.4019,0.0,0.881,0.119
1961141985,sadness,@brittanytastic aww  that's horrible! xD,brittanytast aww that s horribl xd,0.5859,0.0,0.513,0.487
1961143292,sadness,OH. I am just so tired.,oh i am just so tire,0.0,0.0,1.0,0.0
1961144936,sadness,My poor phone is nekkid without its cover.,my poor phone is nekkid without it cover,-0.4767,0.307,0.693,0.0
1961147782,sadness,Well thats that then. Exam failed and bsc gone,well that that then exam fail and bsc gone,-0.34,0.278,0.556,0.167
1961148438,sadness,"@ecorazzi Grrr, people suck. I cry when animals die on nature shows.  These people are sick. No hunting endangered species!",ecorazzi grrr peopl suck i cri when anim die on natur show these peopl are sick no hunt endang speci,-0.9136,0.495,0.505,0.0
1961150946,sadness,"@AnnieAreYouOhK No, it's annoying and makes us girls that follow sports and are knowledgable look dumb",annieareyouohk no it s annoy and make us girl that follow sport and are knowledg look dumb,-0.8126,0.393,0.607,0.0
1961152815,sadness,Everything is annoying me today,everyth is annoy me today,-0.4404,0.42,0.58,0.0
1961170661,sadness,@Alice286 lucky girl!!! I work all day tomorrow! and maybe even Monday!!,alic lucki girl i work all day tomorrow and mayb even monday,0.0,0.0,1.0,0.0
1961171097,sadness,I need some cheering up,i need some cheer up,0.5106,0.0,0.476,0.524
1961171858,sadness,soo tired.. still kinda angry that i missed the concert,soo tire still kinda angri that i miss the concert,-0.0865,0.143,0.857,0.0
1961172068,sadness,Stupid competition stuff keeps getting in the way  But I am going to get some words in today if it kills me   @heather_writes,stupid competit stuff keep get in the way but i am go to get some word in today if it kill me heather write,-0.8674,0.294,0.706,0.0
1961172504,sadness,leaving now  off to get my angry teethed pulled....,leav now off to get my angri teeth pull,0.0,0.0,1.0,0.0
1961173273,sadness,@Disney_Dreaming what?! miley's gonna quit hannah montana?...i don't wanna believe it!,disney dream what miley s gonna quit hannah montana i don t wanna believ it,0.25,0.0,0.846,0.154
1961174279,sadness,@Nisher Yeah yeah? How the heck are you anyway? Sastch it up again this year? I had to bail out for lack of expenses,nisher yeah yeah how the heck are you anyway sastch it up again thi year i had to bail out for lack of expens,0.2732,0.086,0.749,0.165
1961175068,sadness,crying real tears,cri real tear,0.0,0.0,1.0,0.0
1961175165,sadness,No launch today. Teacher changed plans and we watched a stupid move about tesla,no launch today teacher chang plan and we watch a stupid move about tesla,-0.6808,0.337,0.663,0.0
1961175771,sadness,my blow torch has broken  this is a REAL bummer,my blow torch ha broken thi is a real bummer,-0.5106,0.404,0.426,0.17
1961176044,sadness,@Spiffums I wasn't near him.,spiffum i wasn t near him,0.0,0.0,1.0,0.0
1961178854,sadness,My TI89 died. I don't know why.,my ti die i don t know whi,-0.5994,0.438,0.562,0.0
1961178861,sadness,So sad I'm going to miss seeing Pennywise again this year,so sad i m go to miss see pennywis again thi year,-0.6115,0.384,0.616,0.0
1961183293,sadness,@thejiggerjames  not the same.. Can we party tonight jig,thejiggerjam not the same can we parti tonight jig,0.0,0.0,1.0,0.0
1961184782,sadness,Hates moving,hate move,-0.5719,0.787,0.213,0.0
1961185508,sadness,"sooooo, i just dropped my phone.  don't text or tweet me, i'm currently banging my face against a spike covered poison ivy infested wall.",sooooo i just drop my phone don t text or tweet me i m current bang my face against a spike cover poison ivi infest wall,-0.6808,0.228,0.772,0.0
1961186643,sadness,Missin my boo,missin my boo,0.0,0.0,1.0,0.0
1961187726,sadness,Murray just got broken,murray just got broken,-0.4767,0.508,0.492,0.0
1961188382,sadness,"is enjoying a yummy salad, but missing her avocado  that's what happens when your husband does the grocery shop.",is enjoy a yummi salad but miss her avocado that s what happen when your husband doe the groceri shop,0.0516,0.095,0.8,0.105
1961190913,sadness,@roxeecruz ur linky no worky,roxeecruz ur linki no worki,-0.296,0.355,0.645,0.0
1961192897,sadness,listening through the Mendeed discog once again. I still think their disbanding is a loss.  #metal,listen through the mende discog onc again i still think their disband is a loss metal,-0.3182,0.15,0.85,0.0
1961194220,sadness,My friends are mocking my weekend!  @JamesPMacDonald have they been talking to you?,my friend are mock my weekend jamespmacdonald have they been talk to you,0.1027,0.165,0.647,0.188
1961212401,sadness,you wanna know what's worse... my coworker just brewed a fresh cup of coffee and all I can think about is bacon,you wanna know what s wors my cowork just brew a fresh cup of coffe and all i can think about is bacon,0.3182,0.0,0.892,0.108
1961213412,sadness,@TysonDueck Too bad.,tysondueck too bad,-0.5423,0.636,0.364,0.0
1961214593,sadness,@thodwris RIP Michael,thodwri rip michael,0.0,0.0,1.0,0.0
1961216493,sadness,Oww. Can't even describe how much my back hurts. Going to have to go to the stupid doctor.,oww can t even describ how much my back hurt go to have to go to the stupid doctor,-0.7783,0.298,0.702,0.0
1961216972,sadness,@MynameisDon I ALWAYS miss out! I wont be able to commence in the foolishness til' the fall  But come fall I'll be visiting!! YAY!!,mynameisdon i alway miss out i wont be abl to commenc in the foolish til the fall but come fall i ll be visit yay,0.5789,0.108,0.718,0.174
1961217929,sadness,Aaaaahhhh.... Friday!!!! but.......     Funeral at 5,aaaaahhhh friday but funer at,0.0,0.0,1.0,0.0
1961218799,sadness,Sun has been making me happy =] Shame about work tonight  x,sun ha been make me happi shame about work tonight x,-0.1779,0.23,0.593,0.178
1961219854,sadness,@Nobilis I feel your pain. Mine is the same way,nobili i feel your pain mine is the same way,-0.5106,0.292,0.708,0.0
1961220241,sadness,Sad day in the office. Glad it's Friday. Like to get away from this for a while. Poor co-worker just lost her son.,sad day in the offic glad it s friday like to get away from thi for a while poor co worker just lost her son,-0.4588,0.266,0.562,0.172
1961221079,sadness,Wishes she had a pool,wish she had a pool,0.4019,0.0,0.526,0.474
1961222411,sadness,Soooo not feeling well and I need to get out of bed,soooo not feel well and i need to get out of bed,-0.2057,0.154,0.846,0.0
1961222597,sadness,"well it's not done yet ! 1 more thing left huaaahhhhh ! jupaa, resaaaa awas kaliaaannn !",well it s not done yet more thing left huaaahhhhh jupaa resaaaa awa kaliaaannn,0.2732,0.0,0.851,0.149
1961225991,sadness,@chrlttgrc nope im nott! i was planning on doing but my aunties come over from america and we're havin this big family meal so i cant  xx,chrlttgrc nope im nott i wa plan on do but my aunti come over from america and we re havin thi big famili meal so i cant xx,0.0,0.0,1.0,0.0
1961226949,sadness,@feltbeats That's right... kick me when I'm down.,feltbeat that s right kick me when i m down,0.0,0.0,1.0,0.0
1961227894,sadness,@TearlessPoet hmmm really??? that's weird idk about that one  sowwy,tearlesspoet hmmm realli that s weird idk about that one sowwi,-0.2732,0.279,0.721,0.0
1961235319,sadness,@Nic0pic0 Lots of things Nico. Gud news: I have a job Bad news: Its in the middle of nowhere. Got my phone 4 twitter but cnt play videos.,nic pic lot of thing nico gud news i have a job bad news it in the middl of nowher got my phone twitter but cnt play video,0.2144,0.077,0.818,0.106
1961237351,sadness,sourish limbs is preventing me from gg out on a friday. not happy. i haven't been on at 12am for a v long time...even more so on a fri,sourish limb is prevent me from gg out on a friday not happi i haven t been on at am for a v long time even more so on a fri,0.3182,0.0,0.875,0.125
1961239273,sadness,sick of math,sick of math,-0.5106,0.623,0.377,0.0
1961242468,sadness,@jferlee I didn't see it last night!  Oh well. But I HAVE to watch it in theaters. That's a MUST.,jferle i didn t see it last night oh well but i have to watch it in theater that s a must,0.1406,0.0,0.912,0.088
1961242985,sadness,@jephjacques my three most hated words are &quot;see you monday&quot;,jephjacqu my three most hate word are quot see you monday quot,-0.6115,0.266,0.734,0.0
1961243505,sadness,extremely bored.,extrem bore,-0.25,0.667,0.333,0.0
1961244409,sadness,The computer at work hates me.  have to call tech support. Again...,the comput at work hate me have to call tech support again,-0.25,0.226,0.61,0.165
1961248792,sadness,I wanna be out in the sunshineeeeeee,i wanna be out in the sunshineeeeee,0.0,0.0,1.0,0.0
1961249405,sadness,"@mrs_mcsupergirl ok, finished set u free, and i am sooooo mad rite now...it cant end like that, i dont want him to be the bad guy",mr mcsupergirl ok finish set u free and i am sooooo mad rite now it cant end like that i dont want him to be the bad guy,-0.5472,0.291,0.55,0.159
1961251747,sadness,workout stunk...no headphones.,workout stunk no headphon,-0.5859,0.706,0.294,0.0
1961253775,sadness,"headache, headache, go away. come again another day....",headach headach go away come again anoth day,0.0,0.0,1.0,0.0
1961254659,sadness,i wish my drems could come true,i wish my drem could come true,0.6705,0.0,0.421,0.579
1961255470,sadness,im at home....on a friday night.  but it's all good!,im at home on a friday night but it s all good,0.5927,0.0,0.7,0.3
1961255989,sadness,"tired and bored, watching movies while i'm home alone",tire and bore watch movi while i m home alon,-0.25,0.222,0.778,0.0
1961256717,sadness,"Screw it goin back to bed,,ill just go tomorrow ,,,,,kinda sad",screw it goin back to bed ill just go tomorrow kinda sad,-0.719,0.438,0.562,0.0
1961257427,sadness,@tinylegacies *sighs* Ah well.  Maybe my second email will clear it up and get him approved.,tinylegaci sigh ah well mayb my second email will clear it up and get him approv,0.5859,0.0,0.691,0.309
1961261601,sadness,i hate interviews. im going to do horrible today,i hate interview im go to do horribl today,-0.5719,0.346,0.654,0.0
1961261633,sadness,@BrendonBudness unfortunatley it is the tooth kind of crown,brendonbud unfortunatley it is the tooth kind of crown,0.0,0.0,1.0,0.0
1961262703,sadness,@lexie_98 Kevin can't leave work until 2,lexi kevin can t leav work until,0.0,0.0,1.0,0.0
1961263203,sadness,Head ache  Tom's call time is really early because the shows will start at 2:30PM. Recovered like 150+ photos already... 700 more to go!,head ach tom s call time is realli earli becaus the show will start at pm recov like photo alreadi more to go,0.3612,0.0,0.894,0.106
1961264123,sadness,"@RoxieDax Ten hours ago, I was was sleeping, sorry.",roxiedax ten hour ago i wa wa sleep sorri,0.0,0.0,1.0,0.0
1961265994,sadness,is in route 2 da' beach! No sun yet,is in rout da beach no sun yet,-0.296,0.239,0.761,0.0
1961266148,sadness,Aww nobody likes the album I posted after a million attempts  Boohoo,aww nobodi like the album i post after a million attempt boohoo,0.3612,0.0,0.783,0.217
1961268054,sadness,"I was supported to do things I didn't like,, n when I was about to do what I intrested in,, mom always refused it...",i wa support to do thing i didn t like n when i wa about to do what i intrest in mom alway refus it,0.6369,0.0,0.766,0.234
1961268137,sadness,I really miss my phone  i cant wait till my new one comes,i realli miss my phone i cant wait till my new one come,-0.1531,0.138,0.862,0.0
1961268227,sadness,now the pic wont load up on twitter,now the pic wont load up on twitter,0.0,0.0,1.0,0.0
1961268384,sadness,@novemberlight I sometimes fail,novemberlight i sometim fail,-0.5423,0.636,0.364,0.0
1961268446,sadness,@fossiloflife was being sarcy as usual,fossiloflif wa be sarci as usual,0.0,0.0,1.0,0.0
1961268658,sadness,"@SpookyJenB @diver4skynsea Stop it, you are makin' me sad",spookyjenb diver skynsea stop it you are makin me sad,-0.6486,0.398,0.602,0.0
1961269902,sadness,bad hair day,bad hair day,-0.5423,0.636,0.364,0.0
1961276730,sadness,@ToyStory2wasOk The party has to be moved to next weekend  ..stupid weather.,toystori wasok the parti ha to be move to next weekend stupid weather,-0.25,0.202,0.655,0.143
1961277076,sadness,@sirhova I was supposed to go to philly as well....bailed out last minute,sirhova i wa suppos to go to philli as well bail out last minut,0.2732,0.0,0.851,0.149
1961278423,sadness,@Cinderell4 bad luck  oh well next time you will be more lucky...,cinderel bad luck oh well next time you will be more lucki,0.1531,0.199,0.511,0.29
1961278872,sadness,"Really good concepts at #mozconcept. I *really* love to send something mine, but no time",realli good concept at mozconcept i realli love to send someth mine but no time,0.1901,0.153,0.599,0.248
1961280467,sadness,Ugh - car got stolen sometime between yesterday evening and this morning when husband was due to go to work  Like we can afford this???,ugh car got stolen sometim between yesterday even and thi morn when husband wa due to go to work like we can afford thi,-0.5423,0.203,0.712,0.085
1961281760,sadness,im sad about missing out on the opportunity to be in valencia's new video.,im sad about miss out on the opportun to be in valencia s new video,-0.5719,0.281,0.719,0.0
1961281805,sadness,Leaving NOLA today  Counting down the seconds 'til I start crying. Love this place so much.,leav nola today count down the second til i start cri love thi place so much,0.6369,0.0,0.769,0.231
1961283172,sadness,"@AliceS1 hey, I can't make it to Makers tonight",alic hey i can t make it to maker tonight,0.0,0.0,1.0,0.0
1961284750,sadness,"@cbobcreson @silatjunkie  So, @kfrieze just pointed out to me that she has not been able to be involved in this convo for lack an iPhone",cbobcreson silatjunki so kfriez just point out to me that she ha not been abl to be involv in thi convo for lack an iphon,0.0258,0.083,0.83,0.087
1961286197,sadness,"It has been 24 hours now, since I had my dog put to sleep.  RIP my old friend.",it ha been hour now sinc i had my dog put to sleep rip my old friend,0.6808,0.0,0.714,0.286
1961286235,sadness,"I wouldn't mind some sunshine and a walk. Where are you, summer??",i wouldn t mind some sunshin and a walk where are you summer,0.0,0.0,1.0,0.0
1961286703,sadness,@windycitypretty that is sickening... Just shoot at will? Smh... Prayers for his family...,windycitypretti that is sicken just shoot at will smh prayer for hi famili,-0.765,0.432,0.568,0.0
1961287379,sadness,"@Annie713 It's ugly and gray outside even in San Diego. Not too cold, will get to 70, but May-gray June-gloom for us all",anni it s ugli and gray outsid even in san diego not too cold will get to but may gray june gloom for us all,-0.7096,0.176,0.824,0.0
1961287802,sadness,Finally got a call for marriage counseling 3 days late....,final got a call for marriag counsel day late,0.0,0.0,1.0,0.0
1961289509,sadness,Smart cars are the most worthless cars ever made. &amp; it makes me sad how many of them I see anymore.,smart car are the most worthless car ever made amp it make me sad how mani of them i see anymor,-0.5563,0.242,0.654,0.104
1961290660,sadness,"@mmitchelldaviss mitchell i tryed to add you on xbox live lastnight during when i was in your live show, but your friends list is full",mmitchelldaviss mitchel i tri to add you on xbox live lastnight dure when i wa in your live show but your friend list is full,0.6486,0.0,0.837,0.163
1961293583,sadness,"Gus, formally known as world's ugliest dog has died  We'll miss you, Gus http://bit.ly/exjcn",gu formal known as world s ugliest dog ha die we ll miss you gu http bit ly exjcn,-0.5106,0.329,0.459,0.212
1961294009,sadness,Finally sunny days and I'm too sick to go outside and play.,final sunni day and i m too sick to go outsid and play,-0.2263,0.224,0.612,0.163
1961294895,sadness,so freaking tired.  It's like my body refuses to move.,so freak tire it s like my bodi refus to move,-0.1761,0.233,0.584,0.183
1961295778,sadness,I fell! I think my knee is broken  but I look fabulous,i fell i think my knee is broken but i look fabul,-0.2617,0.204,0.796,0.0
1961296251,sadness,now my ds just died  whatta letdown!,now my ds just die whatta letdown,-0.5994,0.394,0.606,0.0
1961297439,sadness,"@IzzyJ_Is_Here oh hun, i'm sorry... out of everything you've been through, the last thing you deserve is to be unhappy at home..",izzyj is here oh hun i m sorri out of everyth you ve been through the last thing you deserv is to be unhappi at home,0.0,0.0,1.0,0.0
1961299367,sadness,WALC-ers are you ready to cry? its going to be a long day of reminiscing,walc er are you readi to cri it go to be a long day of reminisc,0.0,0.0,1.0,0.0
1961299868,sadness,@banjoist123 may I ask what bluegrass means? Sorry in advance for looking a bit silly by asking,banjoist may i ask what bluegrass mean sorri in advanc for look a bit silli by ask,0.0,0.0,1.0,0.0
1961363072,sadness,not long in from sunbathing and burnt,not long in from sunbath and burnt,0.0,0.0,1.0,0.0
1961363292,sadness,"@ShellyKramer I've had a fever for the past 48 hours. You should see me. I'm unshaven, puffy face and look pathetic!",shellykram i ve had a fever for the past hour you should see me i m unshaven puffi face and look pathet,0.0,0.0,1.0,0.0
1961363882,sadness,"@morgret Probably not, kinda expensive and we have to work. Most people have off weekends, we work.",morgret probabl not kinda expens and we have to work most peopl have off weekend we work,0.0,0.0,1.0,0.0
1961366316,sadness,Headache,headach,0.0,0.0,1.0,0.0
1961367642,sadness,@devontebrown its cuz you love me. dont make me sad,devontebrown it cuz you love me dont make me sad,0.7753,0.0,0.542,0.458
