id,sentiment,tweet,snowball_stemmed_tweets,preprocessed_tweets,sent_negative,sent_neutral,sent_positive,snowball_negative,snowball_neutral,snowball_pos
1694219898,happiness,"Sometimes after a long weekend, you just need good conversation. thanks bro",sometim long weekend need good convers thank bro,sometimes long weekend need good conversation thanks bro,0.0,0.508,0.492,0.0,0.526,0.474
1694219962,sadness,"Ginger biscuits rule !!! (by the way, I urgently need weight scales  )",ginger biscuit rule way urgent need weight scale,ginger biscuits rule  way urgently need weight scales ,0.0,1.0,0.0,0.0,0.795,0.205
1694220014,sadness,"@danielleg1709 hahaha this is super late, but thank you!!",mentionher hahaha super late thank,mentionhere hahaha super late thank,0.0,0.167,0.833,0.0,0.167,0.833
1694220618,happiness,"anyone drive a newish diesel car? any advice on pros cons? not interested in old diesel cars, need recent model experience, eg SUV",anyon drive newish diesel car advic pros con interest old diesel car need recent model experi eg suv,anyone drive newish diesel car advice pros cons interested old diesel cars need recent model experience eg suv,0.0,0.863,0.137,0.0,0.85,0.15
1694220947,happiness,lees net op Twitter dat het #Happy Star Wars day is... &quot;May the 4th be with you&quot;... Sjeez wat slecht,lee net op twitter dat het happi star war day quotmay 4th youquot sjeez wat slecht,lees net op twitter dat het happy star wars day quotmay 4th youquot sjeez wat slecht,0.169,0.657,0.174,0.206,0.794,0.0
1694221060,happiness,Back in the office for a hectic week - but the weekend was awesome,back offic hectic week weekend awesom,back office hectic week  weekend awesome,0.0,0.549,0.451,0.0,1.0,0.0
1694221200,sadness,Fast &amp; Furious = EXCELLENT movie.  And Andy is a great guy   Most of the time....  lol,fast amp furious excel movi andi great guy time lol,fast amp furious  excellent movie andy great guy time lol,0.182,0.296,0.522,0.189,0.306,0.505
1694221360,happiness,@ralphp eagerly anticipating twitpics,mentionher eager anticip twitpic,mentionhere eagerly anticipating twitpics,0.0,0.536,0.464,0.0,0.545,0.455
1694221609,happiness,@donatoclassic me too,mentionher,mentionhere,0.0,1.0,0.0,0.0,1.0,0.0
1694222218,happiness,Ok so this shower has been calling my name for about an hour I think I'll indulge &amp; respond now while I allow Robin Thicke to serenade me,ok shower call name hour think ill indulg amp respond allow robin thick serenad,ok shower calling name hour think ill indulge amp respond allow robin thicke serenade,0.156,0.615,0.229,0.156,0.615,0.229
1694222598,happiness,@timen Great idea,mentionher great idea,mentionhere great idea,0.0,0.328,0.672,0.0,0.328,0.672
1694222699,happiness,- It's time for Kathleen to go to bed... waaaaay past time. Don't expect to hear from me before noon. lol  Have a BLESSED morning.,time kathleen go bed waaaaay past time dont expect hear noon lol bless morn, time kathleen go bed waaaaay past time dont expect hear noon lol blessed morning,0.0,0.642,0.358,0.0,0.682,0.318
1694222776,happiness,new supernatural tonight!,new supernatur tonight,new supernatural tonight,0.0,1.0,0.0,0.0,1.0,0.0
1694236858,happiness,"@FaithfulChosen So-so, thanks  I've uploaded a new campaign vid, will post the link in a few mins. how are you doing, babe??",mentionher soso thank ive upload new campaign vid post link min babe,mentionhere soso thanks ive uploaded new campaign vid post link mins babe,0.0,0.791,0.209,0.0,0.815,0.185
1694237146,happiness,about to go to acting school  yayay,go act school yayay,go acting school yayay,0.0,1.0,0.0,0.0,1.0,0.0
1694237384,happiness,@peterjrday Thanks. Feel so happy 2 Make Ur Day a Great one. Enjoy it 2 the fullest N Have Fun Always,mentionher thank feel happi 2 make ur day great one enjoy 2 fullest n fun alway,mentionhere thanks feel happy 2 make ur day great one enjoy 2 fullest n fun always,0.0,0.317,0.683,0.0,0.407,0.593
1694237428,happiness,"If anyone needs help with images, let me know and i will convo you the forum's link",anyon need help imag let know convo forum link,anyone needs help images let know convo forums link,0.0,0.748,0.252,0.0,0.748,0.252
1694237551,happiness,"@kevinriley Heh, thanks for that adorable plug  *cough* more info at: www.samstephens.com *cough* *cough*",mentionher heh thank ador plug cough info wwwsamstephenscom cough cough,mentionhere heh thanks adorable plug cough info wwwsamstephenscom cough cough,0.109,0.476,0.415,0.132,0.661,0.207
1694237789,happiness,@MarieLuv ahh that would rock,mentionher ahh would rock,mentionhere ahh would rock,0.0,1.0,0.0,0.0,1.0,0.0
1694237863,sadness,"@UncleCreepy (cont) a bastardized version of French? It's fun, believe me!",mentionher cont bastard version french fun believ,mentionhere cont bastardized version french fun believe,0.265,0.442,0.292,0.297,0.424,0.28
1694238022,happiness,Rachmaninoff makes me a happy panda.,rachmaninoff make happi panda,rachmaninoff makes happy panda,0.0,0.448,0.552,0.0,1.0,0.0
1694238126,happiness,@Mintyboi i can smack your head for you,mentionher smack head,mentionhere smack head,0.0,1.0,0.0,0.0,1.0,0.0
1694238269,sadness,had my first day at work and im not excited about the lay out of the place and where everything is.. o well its a job,first day work im excit lay place everyth well job,first day work im excited lay place everything well job,0.0,0.64,0.36,0.0,0.811,0.189
1694238984,happiness,"http://tinyurl.com/c4z6gn Wow.. Wow.. hope, i too get that sort of Guts in near future",urlher wow wow hope get sort gut near futur,urlhere wow wow hope get sort guts near future,0.0,0.364,0.636,0.0,0.364,0.636
1694239012,happiness,@AnGee10 @malennaa yess... it's awesomee.. and u can follow ur love molly hahah....  now u can chat with us here!,mentionher mentionher yess awesome u follow ur love molli hahah u chat us,mentionhere mentionhere yess awesomee u follow ur love molly hahah u chat us,0.0,0.704,0.296,0.0,0.52,0.48
1694239131,happiness,@wortje The bag looks stylish. Congrats!,mentionher bag look stylish congrat,mentionhere bag looks stylish congrats,0.0,0.541,0.459,0.0,1.0,0.0
1694239693,sadness,well...gotta grab at least an hour and a half sleep before the girl's get up for school...gawd the life of multi-taskin'  night/mornin',wellgotta grab least hour half sleep girl get schoolgawd life multitaskin nightmornin,wellgotta grab least hour half sleep girls get schoolgawd life multitaskin nightmornin,0.0,1.0,0.0,0.0,1.0,0.0
1694239929,happiness,@ksidney wolverine was GREAT!!!  a must see,mentionher wolverin great must see,mentionhere wolverine great must see,0.0,0.494,0.506,0.0,0.494,0.506
1694240041,happiness,@kiki_miacherry morning kik enjoy your breakfast,mentionher morn kik enjoy breakfast,mentionhere morning kik enjoy breakfast,0.0,0.556,0.444,0.0,0.556,0.444
1694240176,sadness,no school today gd  but dont get to see mates n millsy x,school today gd dont get see mate n millsi x,school today gd dont get see mates n millsy x,0.0,1.0,0.0,0.0,1.0,0.0
1694240281,happiness,@Steph_Atticus Thank you,mentionher thank,mentionhere thank,0.0,0.286,0.714,0.0,0.286,0.714
1694240409,sadness,"@BJ111 by the way, it's INconvenient...",mentionher way inconveni,mentionhere way inconvenient,0.545,0.455,0.0,0.0,1.0,0.0
1694240439,happiness,on my way home from school  lol in my car and so tired!,way home school lol car tire,way home school lol car tired,0.299,0.412,0.289,0.0,0.641,0.359
1694240540,sadness,@NCLUSA Sorry to disappoint. Not a big Nascar fan but I'm still an all-around decent redneck other than that.,mentionher sorri disappoint big nascar fan im still allaround decent redneck,mentionhere sorry disappoint big nascar fan im still allaround decent redneck,0.28,0.559,0.161,0.193,0.643,0.164
1694240679,sadness,is tired on her friendster account.,tire friendster account,tired friendster account,0.592,0.408,0.0,0.0,1.0,0.0
1694240784,happiness,*yaaaawwwwnnnn* thx to bank holiday... let's see what today has prepared for us...,yaaaawwwwnnnn thx bank holiday let see today prepar us,yaaaawwwwnnnn thx bank holiday lets see today prepared us,0.0,0.458,0.542,0.0,0.574,0.426
1694240825,happiness,THE best job in the world &amp; yes its in Australia  http://tinyurl.com/clxl4l,best job world amp yes australia urlher,best job world amp yes australia urlhere,0.0,0.42,0.58,0.0,0.42,0.58
1694240891,happiness,"Shopping, grandparents, dinner with the bf  woop",shop grandpar dinner bf woop,shopping grandparents dinner bf woop,0.0,1.0,0.0,0.0,1.0,0.0
1694240895,happiness,New Project is going incredibly well! and I'm not tired today  I think we should get all Monday's off. Permanently.,new project go incred well im tire today think get monday perman,new project going incredibly well im tired today think get mondays permanently,0.203,0.643,0.154,0.0,0.84,0.16
1694254759,happiness,big shout out to all my home girls you know who you are,big shout home girl know,big shout home girls know,0.0,1.0,0.0,0.0,1.0,0.0
1694255081,happiness,11 days till county raly  i had 2 tak 3 from 14 it took me a while,11 day till counti rali 2 tak 3 14 took,11 days till county raly 2 tak 3 14 took,0.0,1.0,0.0,0.0,1.0,0.0
1694255800,happiness,"is so excited for this summer... Steve Winwood and Eric Clapton, Eagles of Death Metal, and ahhh the Dead Weather",excit summer steve winwood eric clapton eagl death metal ahhh dead weather,excited summer steve winwood eric clapton eagles death metal ahhh dead weather,0.418,0.459,0.122,0.451,0.549,0.0
1694255941,sadness,no eggs today ... shame was looking forward to a egg and bacon sandwich,egg today shame look forward egg bacon sandwich,eggs today  shame looking forward egg bacon sandwich,0.307,0.693,0.0,0.307,0.693,0.0
1694255958,happiness,has just finished recording the improvisation for the second instrument in the latest podcast and is happy. nearly mixing time.,finish record improvis second instrument latest podcast happi near mix time,finished recording improvisation second instrument latest podcast happy nearly mixing time,0.0,0.73,0.27,0.0,1.0,0.0
1694256031,happiness,"@_josh_thomas are you coming to sydney?! cool, where can i meet you? id love to meet you, you're my favourite comedian",mentionher come sydney cool meet id love meet your favourit comedian,mentionhere coming sydney cool meet id love meet youre favourite comedian,0.0,0.468,0.532,0.0,0.468,0.532
1694256464,happiness,"houstatlantavegas, sooner than later, nov. 18th, a night off, successful . over and over for the last 2837 hours - heavennn",houstatlantavega sooner later nov 18th night success last 2837 hour heavennn,houstatlantavegas sooner later nov 18th night successful  last 2837 hours  heavennn,0.0,0.725,0.275,0.0,0.73,0.27
1694256532,sadness,@andypiper I have not been aquired... It's just a new oppertunity. Sorry if they don't support mac. I won't tell more,mentionher aquir new oppertun sorri dont support mac wont tell,mentionhere aquired new oppertunity sorry dont support mac wont tell,0.308,0.692,0.0,0.201,0.799,0.0
1694256595,happiness,Watched Coraline last night. It was really good. The animation was excellent and the creativity was inspirational.,watch coralin last night realli good anim excel creativ inspir,watched coraline last night really good animation excellent creativity inspirational,0.0,0.315,0.685,0.0,0.576,0.424
1694256632,happiness,"Didn't get bitten by a rabies infested person last night  yay for me! Gonna scare Rachel with Quarantine tonight, this shall be fun",didnt get bitten rabi infest person last night yay gon na scare rachel quarantin tonight shall fun,didnt get bitten rabies infested person last night yay gonna scare rachel quarantine tonight shall fun,0.14,0.568,0.293,0.134,0.586,0.28
1694256723,happiness,"Now i've got 3 new frens-frm Germany,Mexico n France  havin dinner 2gather 2nite.",ive got 3 new frensfrm germanymexico n franc havin dinner 2gather 2nite,ive got 3 new frensfrm germanymexico n france havin dinner 2gather 2nite,0.0,1.0,0.0,0.0,1.0,0.0
1694256796,happiness,will deplurk too. buhbyeee  http://plurk.com/p/rp3ir,deplurk buhbyee urlher,deplurk buhbyeee urlhere,0.0,1.0,0.0,0.0,1.0,0.0
1694256861,happiness,Home from Disney...best time in a long time...howl at the moon tonight for GBA and then BHB Tuesday  oh drummer boy  niiight,home disneybest time long timehowl moon tonight gba bhb tuesday oh drummer boy niiight,home disneybest time long timehowl moon tonight gba bhb tuesday oh drummer boy niiight,0.0,1.0,0.0,0.0,1.0,0.0
1694256944,happiness,"// happy Star Wars Day everyone, May the 4th be with you",happi star war day everyon may 4th, happy star wars day everyone may 4th,0.293,0.407,0.301,0.394,0.606,0.0
1694257739,happiness,http://slingalink.com/eVicE1 my daughters kindergarden  !,urlher daughter kindergarden,urlhere daughters kindergarden ,0.0,1.0,0.0,0.0,1.0,0.0
1694257905,happiness,@aussiemcflyfan i hope so  I KNOW WOO! haha 2 times  it was exciting lol,mentionher hope know woo haha 2 time excit lol,mentionhere hope know woo haha 2 times exciting lol,0.0,0.167,0.833,0.0,0.253,0.747
1694257944,happiness,@AmyatQ13 @borborigma I agree about the redesigned Q13 site! Looks great on computer &amp; phone.,mentionher mentionher agre redesign q13 site look great comput amp phone,mentionhere mentionhere agree redesigned q13 site looks great computer amp phone,0.0,0.577,0.423,0.0,0.709,0.291
1694258339,happiness,@DeepaPrabhu Thanks and thanks,mentionher thank thank,mentionhere thanks thanks,0.0,0.147,0.853,0.0,0.167,0.833
1694258583,happiness,new golf VI TSi 160HP is fast!,new golf vi tsi 160hp fast,new golf vi tsi 160hp fast,0.0,1.0,0.0,0.0,1.0,0.0
1694272591,happiness,&quot;leave the pieces&quot; - the wreckers... hmm,quotleav piecesquot wrecker hmm,quotleave piecesquot  wreckers hmm,0.0,1.0,0.0,0.0,1.0,0.0
1694273094,happiness,"oh, it's @andremichelle 's birthday! happy birthday andre michelle",oh mentionher birthday happi birthday andr michell,oh mentionhere birthday happy birthday andre michelle,0.0,0.619,0.381,0.0,1.0,0.0
1694273222,happiness,"@sunrisesister yeah, so quick! And I'm using the 5mm addi's I bought on Sat and it makes it even smoother",mentionher yeah quick im use 5mm addi bought sat make even smoother,mentionhere yeah quick im using 5mm addis bought sat makes even smoother,0.0,0.833,0.167,0.0,0.833,0.167
1694273424,sadness,"@krisreyes here btw, this is not a bot",mentionher btw bot,mentionhere btw bot,0.0,1.0,0.0,0.0,1.0,0.0
1694273542,happiness,Happy Star Wars Day  May the fourth be with you!,happi star war day may fourth,happy star wars day may fourth,0.319,0.354,0.327,0.438,0.562,0.0
1694273788,happiness,"Hehe, @stereogum in @brooklynvegan sta se malce preve? vï¿½ivela v v?erajï¿½nji Dark was the night koncert  No, ob takem lineupu...",hehe mentionher mentionher sta se malc preve vï¿½ivela v verajï¿½nji dark night koncert ob takem lineupu,hehe mentionhere mentionhere sta se malce preve vï¿½ivela v verajï¿½nji dark night koncert ob takem lineupu,0.0,1.0,0.0,0.0,1.0,0.0
1694273940,happiness,@imeldalaura it's a woodchipper &amp; it's gonna top off the weekend just nicely,mentionher woodchipp amp gon na top weekend nice,mentionhere woodchipper amp gonna top weekend nicely,0.0,0.515,0.485,0.0,0.566,0.434
1694273981,happiness,@bellothika  The flowers grow!!,mentionher flower grow,mentionhere flowers grow,0.0,1.0,0.0,0.0,1.0,0.0
1694274021,happiness,"Actually a great start to the day, hope it continues  getting my new american oversized bed in the evening!",actual great start day hope continu get new american overs bed even,actually great start day hope continues getting new american oversized bed evening,0.0,0.588,0.412,0.0,0.588,0.412
1694274752,happiness,Happy Star Wars Day! .... May the 4th Be with You!,happi star war day may 4th,happy star wars day  may 4th,0.319,0.354,0.327,0.438,0.562,0.0
1694274886,happiness,Going to have dinner. bbs,go dinner bbs,going dinner bbs,0.0,1.0,0.0,0.0,1.0,0.0
1694275070,happiness,@tommcfly i am glad cos u wouldnt lose me as a fan anyway  i get to see you guys on saturday evening at leicester  it better be good!,mentionher glad cos u wouldnt lose fan anyway get see guy saturday even leicest better good,mentionhere glad cos u wouldnt lose fan anyway get see guys saturday evening leicester better good,0.085,0.434,0.48,0.085,0.434,0.48
1694275155,happiness,@Wildchickendew muhahaha you've joined the tweet cult... lol heya  btw twitterific is a good iphone app i use,mentionher muhahaha youv join tweet cult lol heya btw twitterif good iphon app use,mentionhere muhahaha youve joined tweet cult lol heya btw twitterific good iphone app use,0.0,0.678,0.322,0.0,0.582,0.418
1694275243,happiness,is eating chocolate ready break,eat chocol readi break,eating chocolate ready break,0.0,0.545,0.455,0.0,1.0,0.0
1694275314,happiness,@mkasper22 Thank you,mentionher thank,mentionhere thank,0.0,0.286,0.714,0.0,0.286,0.714
1694275380,happiness,@PhilLHerold Thank you,mentionher thank,mentionhere thank,0.0,0.286,0.714,0.0,0.286,0.714
1694275406,happiness,"YAHOO! volleyball, hiking, eating a fish eye, witnessing, sleeping on the beach, jumping rocks, &amp; hanging where Jurassic Park was filmed!",yahoo volleybal hike eat fish eye wit sleep beach jump rock amp hang jurass park film,yahoo volleyball hiking eating fish eye witnessing sleeping beach jumping rocks amp hanging jurassic park filmed,0.0,1.0,0.0,0.0,1.0,0.0
1694275599,happiness,"@ElvisHsiao  The website I'm developing - http://woo.sh lets you also share Videos, documents, maps and events - Later music too",mentionher websit im develop urlher let also share video document map event later music,mentionhere website im developing  urlhere lets also share videos documents maps events  later music,0.0,0.855,0.145,0.0,0.855,0.145
1694275631,happiness,@RobKardashian Hey fellow Trojan..congrats on graduation.,mentionher hey fellow trojancongrat graduat,mentionhere hey fellow trojancongrats graduation,0.0,1.0,0.0,0.0,1.0,0.0
1694275651,happiness,@simonrim off to the cheese counter I go! Thanks,mentionher chees counter go thank,mentionhere cheese counter go thanks,0.0,0.58,0.42,0.0,0.615,0.385
1694275735,happiness,"@coconutfriend i should have shouldnt i, im happy you enjoyed it cos im thoughtful like that you see, and YAYA i hav 20 followers  woop",mentionher shouldnt im happi enjoy cos im thought like see yaya hav 20 follow woop,mentionhere shouldnt im happy enjoyed cos im thoughtful like see yaya hav 20 followers woop,0.261,0.505,0.234,0.145,0.717,0.138
1694275771,happiness,wheelchair fitting today for mall buzzing &amp; Home Depot. &quot;Homebound&quot; just got REAL old  Goal: taxi yellow or electric RED!,wheelchair fit today mall buzz amp home depot quothomeboundquot got real old goal taxi yellow electr red,wheelchair fitting today mall buzzing amp home depot quothomeboundquot got real old goal taxi yellow electric red,0.0,1.0,0.0,0.0,0.865,0.135
1694275953,happiness,Java Concurrency in Practice is probably the best Java book I've ever bought. There's a recipe in there for interrupting blocking IO ops,java concurr practic probabl best java book ive ever bought there recip interrupt block io op,java concurrency practice probably best java book ive ever bought theres recipe interrupting blocking io ops,0.218,0.591,0.191,0.236,0.578,0.187
1694276061,happiness,@uyaerdna thanks,mentionher thank,mentionhere thanks,0.0,0.256,0.744,0.0,0.286,0.714
1694276070,happiness,"study all day.  just finished my care plan.  hungry as hell!  ima go treat myself with a burrito, for a good days work",studi day finish care plan hungri hell ima go treat burrito good day work,study day finished care plan hungry hell ima go treat burrito good days work,0.197,0.427,0.376,0.197,0.427,0.376
1694276120,happiness,@LineHara Youuuu're an aaass  my aaass loooool,mentionher youuuur aaass aaass loooool,mentionhere youuuure aaass aaass loooool,0.0,1.0,0.0,0.0,1.0,0.0
1694276467,sadness,Can't sleep but is happy that the Fugees are keeping him company,cant sleep happi fuge keep compani,cant sleep happy fugees keeping company,0.375,0.625,0.0,0.0,1.0,0.0
1694276775,happiness,@chocolatesuze yes yes you should! Especially with wine and mushrooms!! Ummm I love mushies,mentionher yes yes especi wine mushroom ummm love mushi,mentionhere yes yes especially wine mushrooms ummm love mushies,0.0,0.385,0.615,0.0,0.385,0.615
1694291243,happiness,@mariaandros guns and roses baby! yay!  was hopin you would blip.fm it,mentionher gun rose babi yay hopin would blipfm,mentionhere guns roses baby yay hopin would blipfm,0.0,0.673,0.327,0.203,0.508,0.288
1694291374,happiness,bali!! can wait for it,bali wait,bali wait,0.0,1.0,0.0,0.0,1.0,0.0
1694291375,happiness,eating my tito's home made ice cream  yum!,eat tito home made ice cream yum,eating titos home made ice cream yum,0.0,1.0,0.0,0.0,1.0,0.0
1694291530,happiness,"@RobTSmith Good morning to you as well Rob, have a great day",mentionher good morn well rob great day,mentionhere good morning well rob great day,0.229,0.191,0.58,0.229,0.191,0.58
1694291598,happiness,"humm.... I adore Mark #hoppusday ,so I'm just going to throw it out there #hoppusday....... have a nice #hoppusday people!!",humm ador mark hoppusday im go throw hoppusday nice hoppusday peopl,humm adore mark hoppusday im going throw hoppusday nice hoppusday people,0.0,0.584,0.416,0.0,0.781,0.219
1694291660,happiness,@MXYZ_ I don't see how there could possibly be another choice.,mentionher dont see could possibl anoth choic,mentionhere dont see could possibly another choice,0.0,1.0,0.0,0.0,1.0,0.0
1694291740,happiness,@BreakfastNews ETS (Endoscopic thoracic sympathectomy) is an invaluable surgical procedure,mentionher et endoscop thorac sympathectomi invalu surgic procedur,mentionhere ets endoscopic thoracic sympathectomy invaluable surgical procedure,0.0,1.0,0.0,0.0,1.0,0.0
1694291818,sadness,my mummy is cooking dinner just for me because I missed out when everybody else ate. I feel &lt;3'd,mummi cook dinner miss everybodi els ate feel lt3d,mummy cooking dinner missed everybody else ate feel lt3d,0.216,0.784,0.0,0.167,0.833,0.0
1694292255,happiness,wants to welcome @melizadeleon: back to Plurk again!  http://plurk.com/p/rp5po,want welcom mentionher back plurk urlher,wants welcome mentionhere back plurk urlhere,0.0,0.625,0.375,0.0,0.794,0.206
1694292825,happiness,Packing gym bag. Off to the gym in a bit. Squee! I'm my happiest whem I'm on the go.,pack gym bag gym bit squee im happiest whem im go,packing gym bag gym bit squee im happiest whem im go,0.0,0.704,0.296,0.0,0.704,0.296
1694293070,happiness,@charley_bum lol *30 minutes slow* in a sec  i was just having fun tearing down old posters and putting up new ones,mentionher lol 30 minut slow sec fun tear old poster put new one,mentionhere lol 30 minutes slow sec fun tearing old posters putting new ones,0.0,0.643,0.357,0.0,0.643,0.357
1694293088,happiness,@rowsell will be following you tomorrow!!  sleep well,mentionher follow tomorrow sleep well,mentionhere following tomorrow sleep well,0.0,0.656,0.344,0.0,0.656,0.344
1694293161,happiness,awesome lucky you,awesom lucki,awesome lucky,0.0,0.0,1.0,0.0,1.0,0.0
1694293167,happiness,Welcome to everyone  Playerstation.it is now live on Twitter. www.playerstation.it,welcom everyon playerstationit live twitter wwwplayerstationit,welcome everyone playerstationit live twitter wwwplayerstationit,0.0,0.625,0.375,0.0,1.0,0.0
1694293241,happiness,"@pureelite Thankss  Someone sent me another text this morning saying happy birthday, was from that number I told you about last night LOL",mentionher thankss someon sent anoth text morn say happi birthday number told last night lol,mentionhere thankss someone sent another text morning saying happy birthday number told last night lol,0.0,0.606,0.394,0.0,0.76,0.24
1694293402,happiness,@cheergod2002 yeah I can tell ha ha.,mentionher yeah tell ha ha,mentionhere yeah tell ha ha,0.0,0.222,0.778,0.0,0.222,0.778
1694293443,happiness,Home Sweet home &lt;3  Going to see Hannah Montana The Movie AGAIN today &lt;3 DDD,home sweet home lt3 go see hannah montana movi today lt3 ddd,home sweet home lt3 going see hannah montana movie today lt3 ddd,0.0,0.786,0.214,0.0,0.786,0.214
1694293768,happiness,"@Appledoe Mmmm, I had honey mustard chicken w/ rice &amp; veges",mentionher mmmm honey mustard chicken w rice amp vege,mentionhere mmmm honey mustard chicken w rice amp veges,0.0,1.0,0.0,0.0,1.0,0.0
1694293888,happiness,"@Jasonalbi Oh yea, my pain went down a little bit from laughing so hard which was good and nice for once.",mentionher oh yea pain went littl bit laugh hard good nice,mentionhere oh yea pain went little bit laughing hard good nice,0.233,0.315,0.452,0.235,0.3,0.465
1694294073,happiness,"Monday blues? Not today, not for me.",monday blue today,monday blues today,0.0,1.0,0.0,0.0,1.0,0.0
1694294100,happiness,@texasjackflash thnx 4 the follow,mentionher thnx 4 follow,mentionhere thnx 4 follow,0.0,1.0,0.0,0.0,1.0,0.0
1694294140,happiness,"@4_idiots hahaha! I don't work in a strip club you know  alrighty mister, have YOU done any public may dancing today?",mentionher hahaha dont work strip club know alrighti mister done public may danc today,mentionhere hahaha dont work strip club know alrighty mister done public may dancing today,0.0,0.783,0.217,0.0,0.783,0.217
1694294189,sadness,@paulusveltman Ja  Deze is interessanter - Why text messages are limited to 160 characters - http://tr.im/kpgg,mentionher ja deze interessant text messag limit 160 charact urlher,mentionhere ja deze interessanter  text messages limited 160 characters  urlhere,0.174,0.826,0.0,0.0,1.0,0.0
1694294199,happiness,Great long-weekend so far   Going for a run now - no Judo tonight  Then off to Blue Water for some &quot;Retail Therapy&quot;,great longweekend far go run judo tonight blue water quotretail therapyquot,great longweekend far going run  judo tonight blue water quotretail therapyquot,0.0,0.709,0.291,0.0,0.709,0.291
1694294202,happiness,@RealLadyGaga hey.just putting it out there.. you should come to townsville next year..elton john came in '06 n loved it. it was great!!!,mentionher heyjust put come townsvill next yearelton john came 06 n love great,mentionhere heyjust putting come townsville next yearelton john came 06 n loved great,0.0,0.556,0.444,0.0,0.546,0.454
1694294243,happiness,learning to play sweet child of mine on guitar.  yays.,learn play sweet child mine guitar yay,learning play sweet child mine guitar yays,0.0,0.481,0.519,0.0,0.312,0.688
1694309749,happiness,@WKJThD You are very much welcome,mentionher much welcom,mentionhere much welcome,0.0,0.4,0.6,0.0,1.0,0.0
1694309780,happiness,@tracey1972 Morning babe!  I plan on overdoing it today! lol Hope you do rest &amp; put your feet up! xxxx,mentionher morn babe plan overdo today lol hope rest amp put feet xxxx,mentionhere morning babe plan overdoing today lol hope rest amp put feet xxxx,0.0,0.659,0.341,0.0,0.659,0.341
1694309871,happiness,"lol simpsons S20E19: &quot;first day at your new school, so lisa: have fun!   and bart:  DON'T!&quot;",lol simpson s20e19 quotfirst day new school lisa fun bart dontquot,lol simpsons s20e19 quotfirst day new school lisa fun bart dontquot,0.0,0.596,0.404,0.0,0.596,0.404
1694310277,sadness,@mobileech Looking for a new SMS sending solution? http://promotion.itagg.com Get ï¿½6 FREE SMS with every iTAGG!,mentionher look new sms send solut urlher get ï¿½6 free sms everi itagg,mentionhere looking new sms sending solution urlhere get ï¿½6 free sms every itagg,0.0,0.663,0.337,0.0,0.784,0.216
1694310372,happiness,http://twitpic.com/4jaw9 it's the frog who's been attacking Chelsey..LOL! Funny,urlher frog whos attack chelseylol funni,urlhere frog whos attacking chelseylol funny,0.303,0.404,0.293,0.383,0.617,0.0
1694310400,sadness,"@denvy Oh whoops, my bad",mentionher oh whoop bad,mentionhere oh whoops bad,0.538,0.462,0.0,0.538,0.462,0.0
1694310525,happiness,@khriskhaos aww preciate the loves hunnie,mentionher aww preciat love hunni,mentionhere aww preciate loves hunnie,0.0,0.519,0.481,0.0,0.488,0.512
1694310809,happiness,Bom dia! Good Morning! Guten Morgen! I am returning to Twitter!,bom dia good morn guten morgen return twitter,bom dia good morning guten morgen returning twitter,0.0,0.707,0.293,0.0,0.707,0.293
1694311125,happiness,now we are also on twitter  follow us to know the latest!,also twitter follow us know latest,also twitter follow us know latest,0.0,1.0,0.0,0.0,1.0,0.0
1694311277,happiness,@tom_howarth hehehehe I will keep silent now,mentionher heheheh keep silent,mentionhere hehehehe keep silent,0.0,1.0,0.0,0.0,1.0,0.0
1694311371,sadness,"When life, as you know it, doesn't exist anymore.",life know doesnt exist anymor,life know doesnt exist anymore,0.0,1.0,0.0,0.0,1.0,0.0
1694311633,happiness,Dump your worries in the Stress Fire. Fun and profoundly freeing  http://budurl.com/c765,dump worri stress fire fun profound free urlher,dump worries stress fire fun profoundly freeing urlhere,0.558,0.105,0.337,0.448,0.172,0.379
1694312206,happiness,@onlyhis2109 i can't wait to see!,mentionher cant wait see,mentionhere cant wait see,0.0,1.0,0.0,0.0,1.0,0.0
1694312293,happiness,Talking to my best mate and my boyfriend on msn,talk best mate boyfriend msn,talking best mate boyfriend msn,0.0,0.488,0.512,0.0,0.488,0.512
1694312631,happiness,"@xranarawr haha i told you, it's not important",mentionher haha told import,mentionhere haha told important,0.0,0.294,0.706,0.0,0.5,0.5
1694312960,happiness,@dduane *waves back* Have a good day,mentionher wave back good day,mentionhere waves back good day,0.0,0.58,0.42,0.0,0.58,0.42
1694313027,happiness,i finally found the perfect matte lcd cleaner!! i-nix screen cleaner ftw!,final found perfect matt lcd cleaner inix screen cleaner ftw,finally found perfect matte lcd cleaner inix screen cleaner ftw,0.0,0.373,0.627,0.0,0.373,0.627
1694313180,happiness,@cottonandcloud Moooorning! Fancy a coffee?,mentionher moooorn fanci coffe,mentionhere moooorning fancy coffee,0.0,1.0,0.0,0.0,1.0,0.0
1694313585,happiness,@rosehwang Good Evening Rose ....,mentionher good even rose,mentionhere good evening rose ,0.0,0.508,0.492,0.0,0.508,0.492
1694327107,happiness,"it's @andreamichellef's birthday today, wish her a good one assholes! Sleepytime",mentionher birthday today wish good one asshol sleepytim,mentionheres birthday today wish good one assholes sleepytime,0.264,0.347,0.389,0.0,0.517,0.483
1694327281,happiness,"@MrFloydNL  thankyou very much, you rock!",mentionher thankyou much rock,mentionhere thankyou much rock,0.0,1.0,0.0,0.0,1.0,0.0
